creator,stimuli,image,filepath,blip_caption
adults,R,1751__1407_56.jpg,../data/adults/stimuli_R/1751__1407_56.jpg,a drawing of a person with a paper cut out of it
adults,R,1753__1415_56.jpg,../data/adults/stimuli_R/1753__1415_56.jpg,a drawing of a bird with a box on its back
adults,R,1755__1426_56.jpg,../data/adults/stimuli_R/1755__1426_56.jpg,a drawing of a person sitting on a bench with a box
adults,R,180__4008_56.jpg,../data/adults/stimuli_R/180__4008_56.jpg,a close up of a drawing of a person holding a knife
adults,R,181__5401_56.jpg,../data/adults/stimuli_R/181__5401_56.jpg,a drawing of a bed with a desk and a chair
adults,R,182__5413_56.jpg,../data/adults/stimuli_R/182__5413_56.jpg,drawing of a toothbrush with a toothpaste on it
adults,R,183__5425_56.jpg,../data/adults/stimuli_R/183__5425_56.jpg,a drawing of a kite with a man ' s face on it
adults,R,197__5477_56.jpg,../data/adults/stimuli_R/197__5477_56.jpg,drawing of a man with a paper bag on his head
adults,R,203__4080_56.jpg,../data/adults/stimuli_R/203__4080_56.jpg,a drawing of a picture of a man holding a sign
adults,R,21__3515_56.jpg,../data/adults/stimuli_R/21__3515_56.jpg,a drawing of a pencil with a pencil tip on it
adults,R,223__4150_56.jpg,../data/adults/stimuli_R/223__4150_56.jpg,a drawing of a woman with a hat and a dress
adults,R,242__4174_56.jpg,../data/adults/stimuli_R/242__4174_56.jpg,a black and white drawing of a person holding a rope
adults,R,247__4186_56.jpg,../data/adults/stimuli_R/247__4186_56.jpg,a drawing of a person with a hat and a sword
adults,R,259__4210_56.jpg,../data/adults/stimuli_R/259__4210_56.jpg,drawing of a pocket with a tie on it
adults,R,263__7340_56.jpg,../data/adults/stimuli_R/263__7340_56.jpg,a drawing of a house with a hand holding a pencil
adults,R,265__4234_56.jpg,../data/adults/stimuli_R/265__4234_56.jpg,a drawing of a person holding a stick with a dog on it
adults,R,269__4255_56.jpg,../data/adults/stimuli_R/269__4255_56.jpg,a drawing of a man with a bird flying over him
adults,R,26__3560_56.jpg,../data/adults/stimuli_R/26__3560_56.jpg,a drawing of a man with a beard and a mustache
adults,R,275__4267_56.jpg,../data/adults/stimuli_R/275__4267_56.jpg,a drawing of a man with a sign in his hand
adults,R,27__3572_56.jpg,../data/adults/stimuli_R/27__3572_56.jpg,a drawing of a man with a chain around his head
adults,R,285__4291_56.jpg,../data/adults/stimuli_R/285__4291_56.jpg,a close up of a map of africa with a cat on it
adults,R,287__5668_56.jpg,../data/adults/stimuli_R/287__5668_56.jpg,drawing of a black and white picture of a person holding a box with a face
adults,R,298__4331_56.jpg,../data/adults/stimuli_R/298__4331_56.jpg,drawing of a suitcase with a handle and a handle on it
adults,R,301__4343_56.jpg,../data/adults/stimuli_R/301__4343_56.jpg,a cartoon picture of a man sitting on a chair with a broken leg
adults,R,302__4353_56.jpg,../data/adults/stimuli_R/302__4353_56.jpg,a drawing of a man with a face and arms and legs
adults,R,315__5734_56.jpg,../data/adults/stimuli_R/315__5734_56.jpg,a drawing of a tree with a piece of paper on it
adults,R,324__5748_56.jpg,../data/adults/stimuli_R/324__5748_56.jpg,there is a black and white drawing of a glass with a cord
adults,R,32__3584_56.jpg,../data/adults/stimuli_R/32__3584_56.jpg,a close up of a black and white picture of a triangle
adults,R,340__5792_56.jpg,../data/adults/stimuli_R/340__5792_56.jpg,a drawing of a man with a tie and a smile on his face
adults,R,346__5815_56.jpg,../data/adults/stimuli_R/346__5815_56.jpg,a drawing of a black and white picture of a bikini
adults,R,356__5849_56.jpg,../data/adults/stimuli_R/356__5849_56.jpg,a black and white drawing of a hand holding a box
adults,R,375__5952_56.jpg,../data/adults/stimuli_R/375__5952_56.jpg,a drawing of a cross with a heart on top of it
adults,R,392__6019_56.jpg,../data/adults/stimuli_R/392__6019_56.jpg,a drawing of a face with a smile on it
adults,R,415__7560_56.jpg,../data/adults/stimuli_R/415__7560_56.jpg,a drawing of a person holding a sign with a hand
adults,R,427__6123_56.jpg,../data/adults/stimuli_R/427__6123_56.jpg,drawing of a toilet with a square seat and a square seat
adults,R,434__7593_56.jpg,../data/adults/stimuli_R/434__7593_56.jpg,a close up of a drawing of a vase with a line drawing of a face
adults,R,445__7637_56.jpg,../data/adults/stimuli_R/445__7637_56.jpg,a drawing of a face with a large nose and a small nose
adults,R,44__3668_56.jpg,../data/adults/stimuli_R/44__3668_56.jpg,a drawing of a man with a hat and a bag
adults,R,453__7720_56.jpg,../data/adults/stimuli_R/453__7720_56.jpg,cartoon drawing of a man holding a large object with a light bulb above it
adults,R,454__6235_56.jpg,../data/adults/stimuli_R/454__6235_56.jpg,a drawing of two dinosaurs facing each other with their heads in the shape of a heart
adults,R,456__7756_56.jpg,../data/adults/stimuli_R/456__7756_56.jpg,drawing of a house with a sun and a person on a horse
adults,R,458__7780_56.jpg,../data/adults/stimuli_R/458__7780_56.jpg,a drawing of a man with a broken arm and a broken arm
adults,R,464__7839_56.jpg,../data/adults/stimuli_R/464__7839_56.jpg,a drawing of a coffee grinder with a cup of coffee
adults,R,466__7862_56.jpg,../data/adults/stimuli_R/466__7862_56.jpg,a drawing of a vase with flowers in it on a table
adults,R,46__3689_56.jpg,../data/adults/stimuli_R/46__3689_56.jpg,a drawing of a drawing of a house with a large window
adults,R,481__7954_56.jpg,../data/adults/stimuli_R/481__7954_56.jpg,a drawing of a house with a roof and a clock on it
adults,R,482__7966_56.jpg,../data/adults/stimuli_R/482__7966_56.jpg,a drawing of a cross with a person on it
adults,R,484__7990_56.jpg,../data/adults/stimuli_R/484__7990_56.jpg,drawing of a toilet with a lid and a tank on it
adults,R,485__8001_56.jpg,../data/adults/stimuli_R/485__8001_56.jpg,a drawing of a hand drawn picture of a person holding a sign
adults,R,486__8013_56.jpg,../data/adults/stimuli_R/486__8013_56.jpg,a drawing of a teddy bear with a bow on its head
adults,R,487__8025_56.jpg,../data/adults/stimuli_R/487__8025_56.jpg,a drawing of a person sitting on a toilet with a paper in their hand
adults,R,489__8046_56.jpg,../data/adults/stimuli_R/489__8046_56.jpg,a drawing of a robot with a box on top of it
adults,R,492__8058_56.jpg,../data/adults/stimuli_R/492__8058_56.jpg,a drawing of a man with a hat on his head
adults,R,496__8100_56.jpg,../data/adults/stimuli_R/496__8100_56.jpg,a drawing of a man holding a sign with a skeleton on it
adults,R,498__8112_56.jpg,../data/adults/stimuli_R/498__8112_56.jpg,cartoon drawing of a man with a knife and a box
adults,R,502__8136_56.jpg,../data/adults/stimuli_R/502__8136_56.jpg,drawing of a black and white image of a kitchen with a sink
adults,R,511__8156_56.jpg,../data/adults/stimuli_R/511__8156_56.jpg,a drawing of a hand holding a letter v with a leaf
adults,R,513__8168_56.jpg,../data/adults/stimuli_R/513__8168_56.jpg,a drawing of a man holding a sign with a smile on it
adults,R,517__8204_56.jpg,../data/adults/stimuli_R/517__8204_56.jpg,a drawing of a fish with a face and a mouth
adults,R,520__8227_56.jpg,../data/adults/stimuli_R/520__8227_56.jpg,a drawing of a man with arms outstretched and legs crossed
adults,R,521__8239_56.jpg,../data/adults/stimuli_R/521__8239_56.jpg,a drawing of a spider with a clock on its back
adults,R,522__8251_56.jpg,../data/adults/stimuli_R/522__8251_56.jpg,drawing of a basketball hoop and a basketball ball
adults,R,524__8263_56.jpg,../data/adults/stimuli_R/524__8263_56.jpg,a drawing of two stick figures with arms outstretched and legs crossed
adults,R,529__8275_56.jpg,../data/adults/stimuli_R/529__8275_56.jpg,a drawing of a face with a smile drawn on it
adults,R,530__8287_56.jpg,../data/adults/stimuli_R/530__8287_56.jpg,a drawing of a man holding a box with a person on it
adults,R,532__8311_56.jpg,../data/adults/stimuli_R/532__8311_56.jpg,a drawing of a man with a tie on his neck
adults,R,533__8322_56.jpg,../data/adults/stimuli_R/533__8322_56.jpg,a drawing of a bag of food with a piece of bread on it
adults,R,534__8334_56.jpg,../data/adults/stimuli_R/534__8334_56.jpg,a drawing of a crown and a letter j
adults,R,538__8356_56.jpg,../data/adults/stimuli_R/538__8356_56.jpg,a drawing of a man holding a sign with a smile on his face
adults,R,541__8378_56.jpg,../data/adults/stimuli_R/541__8378_56.jpg,a drawing of a cross with a face and a cross on it
adults,R,542__8390_56.jpg,../data/adults/stimuli_R/542__8390_56.jpg,a drawing of a man with a face drawn on it
adults,R,543__8402_56.jpg,../data/adults/stimuli_R/543__8402_56.jpg,drawing of a face with a square shaped face on it
adults,R,547__8438_56.jpg,../data/adults/stimuli_R/547__8438_56.jpg,a close up of a black and white drawing of a hat and tie
adults,R,549__8448_56.jpg,../data/adults/stimuli_R/549__8448_56.jpg,a black and white drawing of a star with a long tail
adults,R,551__8460_56.jpg,../data/adults/stimuli_R/551__8460_56.jpg,drawing of a man with a head and arms on a white background
adults,R,554__8483_56.jpg,../data/adults/stimuli_R/554__8483_56.jpg,a close up of a kite with a sign attached to it
adults,R,556__8495_56.jpg,../data/adults/stimuli_R/556__8495_56.jpg,a close up of a black and white picture of a window and a window frame
adults,R,558__8507_56.jpg,../data/adults/stimuli_R/558__8507_56.jpg,a drawing of a man with a cat on his back
adults,R,562__8524_56.jpg,../data/adults/stimuli_R/562__8524_56.jpg,a drawing of a kite with a long tail and a long tail
adults,R,563__8536_56.jpg,../data/adults/stimuli_R/563__8536_56.jpg,drawing of a person holding a piece of paper with a brain in it
adults,R,564__8548_56.jpg,../data/adults/stimuli_R/564__8548_56.jpg,a drawing of a cartoon character with a pencil in his hand
adults,R,567__8582_56.jpg,../data/adults/stimuli_R/567__8582_56.jpg,a drawing of a man holding a sign with his hands
adults,R,568__8593_56.jpg,../data/adults/stimuli_R/568__8593_56.jpg,a drawing of a heart with a piece of paper in it
adults,R,570__8605_56.jpg,../data/adults/stimuli_R/570__8605_56.jpg,a black and white drawing of a cup of coffee with a butterfly on it
adults,R,575__8629_56.jpg,../data/adults/stimuli_R/575__8629_56.jpg,drawing of a man with a hat and tie standing in a circle
adults,R,577__8641_56.jpg,../data/adults/stimuli_R/577__8641_56.jpg,a close up of a drawing of a chair and a table
adults,R,583__8665_56.jpg,../data/adults/stimuli_R/583__8665_56.jpg,drawing of a man with a piece of paper in his mouth
adults,R,584__8677_56.jpg,../data/adults/stimuli_R/584__8677_56.jpg,a drawing of a man holding a sign with a smile on his face
adults,R,587__8699_56.jpg,../data/adults/stimuli_R/587__8699_56.jpg,a drawing of a man with a hat and a cane
adults,R,588__8711_56.jpg,../data/adults/stimuli_R/588__8711_56.jpg,a drawing of a baseball bat with a white background
adults,R,590__8735_56.jpg,../data/adults/stimuli_R/590__8735_56.jpg,drawing of a man with a smile on his face
adults,R,591__8747_56.jpg,../data/adults/stimuli_R/591__8747_56.jpg,a close up of a toilet with a paper towel in it
adults,R,592__8759_56.jpg,../data/adults/stimuli_R/592__8759_56.jpg,a drawing of a man with a paper face on his head
adults,R,594__8781_56.jpg,../data/adults/stimuli_R/594__8781_56.jpg,a drawing of a martini glass with a knot in it
adults,R,598__8793_56.jpg,../data/adults/stimuli_R/598__8793_56.jpg,a drawing of a person with a knife in their hand
adults,R,601__8805_56.jpg,../data/adults/stimuli_R/601__8805_56.jpg,a drawing of a person hanging upside down on a rope
adults,R,607__8837_56.jpg,../data/adults/stimuli_R/607__8837_56.jpg,a drawing of a computer with a keyboard and mouse
adults,R,614__8861_56.jpg,../data/adults/stimuli_R/614__8861_56.jpg,a drawing of a chair with a tv on top of it
adults,R,618__8904_56.jpg,../data/adults/stimuli_R/618__8904_56.jpg,a drawing of a toilet with a toilet seat and a toilet paper holder
adults,R,625__8924_56.jpg,../data/adults/stimuli_R/625__8924_56.jpg,a close up of a kite with a string attached to it
adults,R,62__3713_56.jpg,../data/adults/stimuli_R/62__3713_56.jpg,a black and white drawing of a cross with a arrow
adults,R,632__8948_56.jpg,../data/adults/stimuli_R/632__8948_56.jpg,a drawing of a person with a skis and a pole
adults,R,634__8960_56.jpg,../data/adults/stimuli_R/634__8960_56.jpg,a drawing of a man with a mohawk and a shirt
adults,R,635__8972_56.jpg,../data/adults/stimuli_R/635__8972_56.jpg,a close up of a pair of scissors and a pair of scissors
adults,R,66__3735_56.jpg,../data/adults/stimuli_R/66__3735_56.jpg,drawing of a person holding a kite above their head
adults,R,680__402_56.jpg,../data/adults/stimuli_R/680__402_56.jpg,a drawing of a man holding a sign with a person standing behind him
adults,R,681__1442_56.jpg,../data/adults/stimuli_R/681__1442_56.jpg,a drawing of a man holding a box with a bird on it
adults,R,685__416_56.jpg,../data/adults/stimuli_R/685__416_56.jpg,a drawing of a face with glasses and a tie
adults,R,720__6459_56.jpg,../data/adults/stimuli_R/720__6459_56.jpg,a drawing of a man with a sign in his hand
adults,R,733__6613_56.jpg,../data/adults/stimuli_R/733__6613_56.jpg,there is a drawing of a person holding a pair of scissors
adults,R,737__6661_56.jpg,../data/adults/stimuli_R/737__6661_56.jpg,there is a drawing of a man sitting in a bathtub
adults,R,738__6672_56.jpg,../data/adults/stimuli_R/738__6672_56.jpg,a drawing of a person throwing a basketball ball at a hoop
adults,R,85__3793_56.jpg,../data/adults/stimuli_R/85__3793_56.jpg,drawing of a black and white picture of a heart and a wire
adults,R,914__9378_56.jpg,../data/adults/stimuli_R/914__9378_56.jpg,a drawing of a man ' s torso with a pencil in his mouth
adults,R,915__9390_56.jpg,../data/adults/stimuli_R/915__9390_56.jpg,a drawing of a circle with a line in the middle
adults,R,916__9402_56.jpg,../data/adults/stimuli_R/916__9402_56.jpg,a drawing of a house with a tree in front of it
adults,R,920__9450_56.jpg,../data/adults/stimuli_R/920__9450_56.jpg,a drawing of a man with a stick in his hand
adults,R,938__7054_56.jpg,../data/adults/stimuli_R/938__7054_56.jpg,a drawing of a triangle with a bag on it
adults,R,978__9590_56.jpg,../data/adults/stimuli_R/978__9590_56.jpg,a drawing of a man laying on a couch watching tv
adults,R,981__7126_56.jpg,../data/adults/stimuli_R/981__7126_56.jpg,cartoon stick man holding a piece of paper with a face
adults,R,987__9684_56.jpg,../data/adults/stimuli_R/987__9684_56.jpg,a black and white drawing of a wine glass with a handwritten word
adults,R,991__7228_56.jpg,../data/adults/stimuli_R/991__7228_56.jpg,a black and white drawing of a star of david
adults,R,992__7233_56.jpg,../data/adults/stimuli_R/992__7233_56.jpg,a drawing of a person standing in front of a mirror with a person standing in front of it
