creator,stimuli,image,filepath,blip_caption
adults,I,340__5786_11.jpg,../data/adults/stimuli_I/340__5786_11.jpg,a drawing of a man with a hat and glasses on
adults,I,346__5810_11.jpg,../data/adults/stimuli_I/346__5810_11.jpg,a drawing of a person with a hat on his head
adults,I,356__5843_11.jpg,../data/adults/stimuli_I/356__5843_11.jpg,a drawing of a man sitting on a bench with a hat on
adults,I,375__5946_11.jpg,../data/adults/stimuli_I/375__5946_11.jpg,a drawing of a church with a cross on top of it
adults,I,392__6013_11.jpg,../data/adults/stimuli_I/392__6013_11.jpg,a drawing of a window with a window pane and a window frame
adults,I,415__7554_11.jpg,../data/adults/stimuli_I/415__7554_11.jpg,a close up of a drawing of a cow with a smile on it ' s face
adults,I,427__6117_11.jpg,../data/adults/stimuli_I/427__6117_11.jpg,drawing of a man with a tie and a hat on his head
adults,I,434__7587_11.jpg,../data/adults/stimuli_I/434__7587_11.jpg,a drawing of a person holding a flower in their hand
adults,I,445__7632_11.jpg,../data/adults/stimuli_I/445__7632_11.jpg,a drawing of a person with a paper in his hand
adults,I,44__3662_11.jpg,../data/adults/stimuli_I/44__3662_11.jpg,a drawing of a person holding a sign with a sun in it
adults,I,453__7714_11.jpg,../data/adults/stimuli_I/453__7714_11.jpg,a drawing of a small building with a dome on top
adults,I,454__7726_11.jpg,../data/adults/stimuli_I/454__7726_11.jpg,a drawing of a house with a door and a window with music notes
adults,I,456__7750_11.jpg,../data/adults/stimuli_I/456__7750_11.jpg,a drawing of a tombstone with a rip written on it
adults,I,458__7774_11.jpg,../data/adults/stimuli_I/458__7774_11.jpg,a drawing of a hamburger with a face on it
adults,I,464__7833_11.jpg,../data/adults/stimuli_I/464__7833_11.jpg,a drawing of a house with a roof and a window
adults,I,466__7857_11.jpg,../data/adults/stimuli_I/466__7857_11.jpg,a drawing of a man with a hat on his head
adults,I,46__3685_11.jpg,../data/adults/stimuli_I/46__3685_11.jpg,a drawing of a tombstone with a long curved top
adults,I,481__7948_11.jpg,../data/adults/stimuli_I/481__7948_11.jpg,a drawing of a man sitting at a desk with a sun above him
adults,I,482__7960_11.jpg,../data/adults/stimuli_I/482__7960_11.jpg,drawing of a bottle with a man ' s face and a man ' s head
adults,I,484__7984_11.jpg,../data/adults/stimuli_I/484__7984_11.jpg,a drawing of a lock with a key inside of it
adults,I,485__7996_11.jpg,../data/adults/stimuli_I/485__7996_11.jpg,a drawing of a person standing in front of a door
adults,I,486__8007_11.jpg,../data/adults/stimuli_I/486__8007_11.jpg,a drawing of a person holding a sign that says ' we are not alone '
adults,I,487__8019_11.jpg,../data/adults/stimuli_I/487__8019_11.jpg,a drawing of a bucket with a handle and a handle
adults,I,489__8040_11.jpg,../data/adults/stimuli_I/489__8040_11.jpg,a drawing of a hourglass with a clock and a coffee beans
adults,I,492__8052_11.jpg,../data/adults/stimuli_I/492__8052_11.jpg,a drawing of a man ' s face with a black outline
adults,I,496__8094_11.jpg,../data/adults/stimuli_I/496__8094_11.jpg,a drawing of a bag with a hat on it
adults,I,498__8106_11.jpg,../data/adults/stimuli_I/498__8106_11.jpg,a black and white drawing of a man with a hat and gloves
adults,I,502__8130_11.jpg,../data/adults/stimuli_I/502__8130_11.jpg,a drawing of a person sitting on a box with an umbrella
adults,I,511__8151_11.jpg,../data/adults/stimuli_I/511__8151_11.jpg,a close up of a black and white picture of a number
adults,I,513__8162_11.jpg,../data/adults/stimuli_I/513__8162_11.jpg,a drawing of a building with a door and a window
adults,I,517__8198_11.jpg,../data/adults/stimuli_I/517__8198_11.jpg,a drawing of a man with a hat and glasses on
adults,I,520__8221_11.jpg,../data/adults/stimuli_I/520__8221_11.jpg,a drawing of a stick figure holding a sign with a number 2 on it
adults,I,521__8233_11.jpg,../data/adults/stimuli_I/521__8233_11.jpg,cartoon drawing of two people sitting on chairs under an umbrella
adults,I,522__8245_11.jpg,../data/adults/stimuli_I/522__8245_11.jpg,a black and white drawing of a padlock with a key
adults,I,524__8257_11.jpg,../data/adults/stimuli_I/524__8257_11.jpg,drawing of a cross and a fence on a hill
adults,I,529__8269_11.jpg,../data/adults/stimuli_I/529__8269_11.jpg,a drawing of a tombstone with the word run written on it
adults,I,530__8281_11.jpg,../data/adults/stimuli_I/530__8281_11.jpg,drawing of a house with a door and a window
adults,I,532__8305_11.jpg,../data/adults/stimuli_I/532__8305_11.jpg,drawing of a person with a hand on a toilet
adults,I,533__8317_11.jpg,../data/adults/stimuli_I/533__8317_11.jpg,drawing of a basket with a hamburger inside of it
adults,I,534__8328_11.jpg,../data/adults/stimuli_I/534__8328_11.jpg,a drawing of a man with a smile on his face
adults,I,538__8350_11.jpg,../data/adults/stimuli_I/538__8350_11.jpg,a drawing of a square with a square in the middle
adults,I,541__8372_11.jpg,../data/adults/stimuli_I/541__8372_11.jpg,a drawing of a house with a cross on top of it
adults,I,542__8384_11.jpg,../data/adults/stimuli_I/542__8384_11.jpg,a drawing of a snow globe with a castle inside
adults,I,543__8396_11.jpg,../data/adults/stimuli_I/543__8396_11.jpg,a drawing of a man ' s head with a long hair
adults,I,547__8432_11.jpg,../data/adults/stimuli_I/547__8432_11.jpg,cartoon drawing of a man with a hat and a nose
adults,I,549__8444_11.jpg,../data/adults/stimuli_I/549__8444_11.jpg,a drawing of a man ' s shirt with a cross on it
adults,I,551__8454_11.jpg,../data/adults/stimuli_I/551__8454_11.jpg,a drawing of a house with a roof and a window
adults,I,554__8478_11.jpg,../data/adults/stimuli_I/554__8478_11.jpg,a drawing of a black and white picture of a umbrella
adults,I,556__8489_11.jpg,../data/adults/stimuli_I/556__8489_11.jpg,a drawing of a padlock with a key in it
adults,I,558__8501_11.jpg,../data/adults/stimuli_I/558__8501_11.jpg,a drawing of a man and woman standing next to each other
adults,I,562__8520_11.jpg,../data/adults/stimuli_I/562__8520_11.jpg,drawing of a black and white picture of a person with a sign
adults,I,563__8530_11.jpg,../data/adults/stimuli_I/563__8530_11.jpg,a black and white drawing of a hat with the word mr written on it
adults,I,564__8542_11.jpg,../data/adults/stimuli_I/564__8542_11.jpg,a drawing of a tombstone with a sign that says rip
adults,I,567__8578_11.jpg,../data/adults/stimuli_I/567__8578_11.jpg,a drawing of a house with a door and a window
adults,I,568__8588_11.jpg,../data/adults/stimuli_I/568__8588_11.jpg,a close up of a black and white drawing of a bag
adults,I,570__8599_11.jpg,../data/adults/stimuli_I/570__8599_11.jpg,a drawing of a house with a door and a window
adults,I,575__8623_11.jpg,../data/adults/stimuli_I/575__8623_11.jpg,a drawing of a door with a window and a handle
adults,I,577__8635_11.jpg,../data/adults/stimuli_I/577__8635_11.jpg,a drawing of a man with a hat on his head
adults,I,583__8659_11.jpg,../data/adults/stimuli_I/583__8659_11.jpg,a drawing of a man in a space suit throwing a baseball bat
adults,I,584__8671_11.jpg,../data/adults/stimuli_I/584__8671_11.jpg,a drawing of a box with a sign and a pencil
adults,I,587__8694_11.jpg,../data/adults/stimuli_I/587__8694_11.jpg,a close up of a person jumping over a building with a stick
adults,I,588__8705_11.jpg,../data/adults/stimuli_I/588__8705_11.jpg,a drawing of a hand holding a bag with a handle
adults,I,590__8729_11.jpg,../data/adults/stimuli_I/590__8729_11.jpg,drawing of a pocket with a drawing of a sun and a clock
adults,I,591__8741_11.jpg,../data/adults/stimuli_I/591__8741_11.jpg,a drawing of a box with a bow on top of it
adults,I,592__8753_11.jpg,../data/adults/stimuli_I/592__8753_11.jpg,a drawing of a smiling elephant with a square shaped face
adults,I,594__8775_11.jpg,../data/adults/stimuli_I/594__8775_11.jpg,a drawing of a building with a dome and a cross on it
adults,I,598__8787_11.jpg,../data/adults/stimuli_I/598__8787_11.jpg,a drawing of a small robot with a light on top of it
adults,I,601__8799_11.jpg,../data/adults/stimuli_I/601__8799_11.jpg,a black and white drawing of a person ' s face with a long hair
adults,I,607__8831_11.jpg,../data/adults/stimuli_I/607__8831_11.jpg,a drawing of a castle with a flag on top of it
adults,I,614__8855_11.jpg,../data/adults/stimuli_I/614__8855_11.jpg,a drawing of a cake with a spoon sticking out of it
adults,I,618__8899_11.jpg,../data/adults/stimuli_I/618__8899_11.jpg,a drawing of a man with a sign and a hand
adults,I,625__8918_11.jpg,../data/adults/stimuli_I/625__8918_11.jpg,a drawing of a person with a large piece of paper in their hand
adults,I,62__3707_11.jpg,../data/adults/stimuli_I/62__3707_11.jpg,a black and white drawing of a tall building with a clock on it
adults,I,632__8942_11.jpg,../data/adults/stimuli_I/632__8942_11.jpg,a drawing of a house with a door and window
adults,I,634__8954_11.jpg,../data/adults/stimuli_I/634__8954_11.jpg,a drawing of a handbag with a handle on it
adults,I,635__8966_11.jpg,../data/adults/stimuli_I/635__8966_11.jpg,a drawing of a black and white picture of a person ' s head
adults,I,66__3731_11.jpg,../data/adults/stimuli_I/66__3731_11.jpg,a drawing of a bottle of water with a rope around it
adults,I,680__397_11.jpg,../data/adults/stimuli_I/680__397_11.jpg,a black and white drawing of a bottle with a person sitting on top of it
adults,I,681__407_11.jpg,../data/adults/stimuli_I/681__407_11.jpg,a drawing of a black and white picture of a building
adults,I,685__412_11.jpg,../data/adults/stimuli_I/685__412_11.jpg,a cartoon drawing of a man holding a sign with a smile on it
adults,I,720__6453_11.jpg,../data/adults/stimuli_I/720__6453_11.jpg,a drawing of a pot with a lid and a handle
adults,I,733__6607_11.jpg,../data/adults/stimuli_I/733__6607_11.jpg,a drawing of a can of soda with a sprinkler on top
adults,I,737__6655_11.jpg,../data/adults/stimuli_I/737__6655_11.jpg,a drawing of a sad face with a square shaped face
adults,I,738__6667_11.jpg,../data/adults/stimuli_I/738__6667_11.jpg,a drawing of a person with a hat on a white background
adults,I,85__3787_11.jpg,../data/adults/stimuli_I/85__3787_11.jpg,a drawing of a padlock with a key in it
adults,I,914__9372_11.jpg,../data/adults/stimuli_I/914__9372_11.jpg,a drawing of a man holding a piece of paper with a face
adults,I,915__9384_11.jpg,../data/adults/stimuli_I/915__9384_11.jpg,a drawing of a grave with a cross on top of it
adults,I,916__9396_11.jpg,../data/adults/stimuli_I/916__9396_11.jpg,a black and white drawing of a lock with a key
adults,I,920__9444_11.jpg,../data/adults/stimuli_I/920__9444_11.jpg,a drawing of a man with a hat on his head
adults,I,938__7048_11.jpg,../data/adults/stimuli_I/938__7048_11.jpg,a drawing of a black and white image of a curved arch
adults,I,978__9584_11.jpg,../data/adults/stimuli_I/978__9584_11.jpg,a drawing of a person sitting on a couch with a dog
adults,I,981__7120_11.jpg,../data/adults/stimuli_I/981__7120_11.jpg,a drawing of a bear with a square face and a nose
adults,I,987__9678_11.jpg,../data/adults/stimuli_I/987__9678_11.jpg,a drawing of a man holding a basket with a cat on it
adults,I,991__7222_11.jpg,../data/adults/stimuli_I/991__7222_11.jpg,a drawing of a window with a bird in it
adults,I,992__9714_11.jpg,../data/adults/stimuli_I/992__9714_11.jpg,a drawing of a cactus with a sun in the background
