creator,stimuli,image,filepath,blip_caption
AI_prompt1,I,Dalle19.png,../data/AI/prompt_1/stimuli_I/Dalle19.png,a black and white drawing of a circle with a leaf and a letter
AI_prompt1,I,Dalle20.png,../data/AI/prompt_1/stimuli_I/Dalle20.png,drawing of a basket with a bunch of books on it
AI_prompt1,I,Dalle21.png,../data/AI/prompt_1/stimuli_I/Dalle21.png,a drawing of a basketball court with a ball on the side
AI_prompt1,I,Dalle22.png,../data/AI/prompt_1/stimuli_I/Dalle22.png,a drawing of a handbag with a handle and a handle
AI_prompt1,I,Dalle23.png,../data/AI/prompt_1/stimuli_I/Dalle23.png,a drawing of a woman with glasses and a headband
AI_prompt1,I,Dalle24.png,../data/AI/prompt_1/stimuli_I/Dalle24.png,there is a drawing of a door with a circle on it
AI_prompt1,I,Dalle25.png,../data/AI/prompt_1/stimuli_I/Dalle25.png,a drawing of a man ' s face with a hat on
AI_prompt1,I,Dalle26.png,../data/AI/prompt_1/stimuli_I/Dalle26.png,a close up of a drawing of a black and white object
AI_prompt1,I,Dalle27.png,../data/AI/prompt_1/stimuli_I/Dalle27.png,a close up of a drawing of a person with a smile on his face
AI_prompt1,I,Dalle28.png,../data/AI/prompt_1/stimuli_I/Dalle28.png,a drawing of a stylized figure with a long tail
AI_prompt1,I,Dalle29.png,../data/AI/prompt_1/stimuli_I/Dalle29.png,a drawing of a person sitting on a table with a book
AI_prompt1,I,Dalle30.png,../data/AI/prompt_1/stimuli_I/Dalle30.png,a drawing of a woman with a fish in her hair
AI_prompt1,I,Dalle31.png,../data/AI/prompt_1/stimuli_I/Dalle31.png,a drawing of a circle with a leaf and a circle with a black dot
AI_prompt1,I,Dalle32.png,../data/AI/prompt_1/stimuli_I/Dalle32.png,a drawing of a woman holding a knife in her hand
AI_prompt1,I,Dalle33.png,../data/AI/prompt_1/stimuli_I/Dalle33.png,a drawing of a arch with a long curved top
AI_prompt1,I,Dalle34.png,../data/AI/prompt_1/stimuli_I/Dalle34.png,a drawing of a bird sitting on top of a suitcase
AI_prompt1,I,Dalle35.png,../data/AI/prompt_1/stimuli_I/Dalle35.png,a drawing of a diamond in a frame with a white background
AI_prompt1,I,Dalle36.png,../data/AI/prompt_1/stimuli_I/Dalle36.png,drawing of a chair with a box on it and a chair with a pillow
AI_prompt1,I,Dalle37.png,../data/AI/prompt_1/stimuli_I/Dalle37.png,there is a black and white drawing of a apple and a book
AI_prompt1,I,Dalle38.png,../data/AI/prompt_1/stimuli_I/Dalle38.png,there is a black and white drawing of a window with a curved glass
AI_prompt1,I,Dalle39.png,../data/AI/prompt_1/stimuli_I/Dalle39.png,a drawing of a bag with a string tied to it
AI_prompt1,I,Dalle40.png,../data/AI/prompt_1/stimuli_I/Dalle40.png,a black and white drawing of a flower in a window
AI_prompt1,I,Dalle41.png,../data/AI/prompt_1/stimuli_I/Dalle41.png,there is a drawing of a man with a hat on
AI_prompt1,I,Dalle42.png,../data/AI/prompt_1/stimuli_I/Dalle42.png,there is a black and white drawing of a circle with a line
AI_prompt1,I,Dalle43.png,../data/AI/prompt_1/stimuli_I/Dalle43.png,drawing of a vase with a plant in it sitting on a table
AI_prompt1,I,Dalle44.png,../data/AI/prompt_1/stimuli_I/Dalle44.png,a drawing of a face with a square in the middle
AI_prompt1,I,Dalle45.png,../data/AI/prompt_1/stimuli_I/Dalle45.png,a drawing of a rainbow arch with a black outline on a white background
AI_prompt1,I,Dalle46.png,../data/AI/prompt_1/stimuli_I/Dalle46.png,a drawing of a circular object with a curved design
AI_prompt1,I,Dalle47.png,../data/AI/prompt_1/stimuli_I/Dalle47.png,a drawing of a glass of water and a wire on a table
AI_prompt1,I,Dalle48.png,../data/AI/prompt_1/stimuli_I/Dalle48.png,a drawing of a man with a face and a cigarette in his mouth
AI_prompt1,I,Dalle49.png,../data/AI/prompt_1/stimuli_I/Dalle49.png,a drawing of a door with a handle and a handle
AI_prompt1,I,Dalle50.png,../data/AI/prompt_1/stimuli_I/Dalle50.png,a drawing of a man ' s face with a line drawing of a face
