creator,stimuli,image,filepath,blip_caption
AI_prompt3,G,Dalle35.png,../data/AI/prompt_3/stimuli_G/Dalle35.png,a drawing of a drawing of a person holding a pair of scissors
AI_prompt3,G,Dalle36.png,../data/AI/prompt_3/stimuli_G/Dalle36.png,a drawing of a tall tower with a clock on top
AI_prompt3,G,Dalle37.png,../data/AI/prompt_3/stimuli_G/Dalle37.png,a drawing of two cats with glasses and a cane
AI_prompt3,G,Dalle38.png,../data/AI/prompt_3/stimuli_G/Dalle38.png,a drawing of a group of people standing around a circle
AI_prompt3,G,Dalle39.png,../data/AI/prompt_3/stimuli_G/Dalle39.png,a line drawing of a man walking with a cane and a woman walking with a cane
AI_prompt3,G,Dalle40.png,../data/AI/prompt_3/stimuli_G/Dalle40.png,a drawing of a woman holding a baby in a circle
AI_prompt3,G,Dalle41.png,../data/AI/prompt_3/stimuli_G/Dalle41.png,a drawing of a man standing in a circle with a surfboard
AI_prompt3,G,Dalle42.png,../data/AI/prompt_3/stimuli_G/Dalle42.png,a drawing of a gas pump with a hose attached to it
AI_prompt3,G,Dalle43.png,../data/AI/prompt_3/stimuli_G/Dalle43.png,drawing of a man with a sign and a person with a hat
AI_prompt3,G,Dalle44.png,../data/AI/prompt_3/stimuli_G/Dalle44.png,a drawing of a man standing on a scale with a woman standing behind him
AI_prompt3,G,Dalle45.png,../data/AI/prompt_3/stimuli_G/Dalle45.png,a drawing of a man in a cage with a monkey on it
AI_prompt3,G,Dalle46.png,../data/AI/prompt_3/stimuli_G/Dalle46.png,a drawing of a man in a wheelchair with a cane
AI_prompt3,G,Dalle47.png,../data/AI/prompt_3/stimuli_G/Dalle47.png,drawing of a man on a bicycle with a bird on top
AI_prompt3,G,Dalle48.png,../data/AI/prompt_3/stimuli_G/Dalle48.png,a drawing of a goat with a fork and knife in it
AI_prompt3,G,Dalle49.png,../data/AI/prompt_3/stimuli_G/Dalle49.png,a drawing of a woman sitting on a horse in a circle
AI_prompt3,G,Dalle50.png,../data/AI/prompt_3/stimuli_G/Dalle50.png,a drawing of a man and a woman standing in a circle
