creator,stimuli,filepath,gpt_caption
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle40.png,Hard to interpret. [2]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle41.png,Hard to interpret. [1]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle42.png,Hard to interpret. [3]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle43.png,Hard to interpret. [3]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle44.png,Abstract line drawing resembling a human face. [4]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle45.png,Abstract geometric figure resembling a person with angular features. [3]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle46.png,"Abstract figure with sharp lines, holding sticks in each hand. [4]"
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle47.png,"Abstract geometric shapes and lines, including triangles and rectangles. [3]"
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle48.png,Hard to interpret. [2]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle49.png,Hard to interpret. [3]
AI_prompt3,R,../data/AI/prompt_3/stimuli_R/Dalle50.png,Abstract face with angular features and a swirl above. [4]
