creator,stimuli,filepath,gpt_caption
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle23.png,Hard to interpret. [2]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle24.png,Abstract drawing of a face with long hair and hand. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle25.png,Person holding a rabbit-like creature on a stick or staff. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle26.png,A humanoid figure wearing sunglasses with a neutral expression. [5]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle27.png,"Person with closed eyes resting on arm, minimalistic style. [4]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle28.png,"Abstract human figure in dynamic, playful motion. [4]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle29.png,Abstract figure resembling a seated person in meditation pose. [3]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle30.png,Abstract faces consisting of geometric shapes and lines. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle31.png,"Oval shape with legs, arms, and eyes, depicting a simple character. [5]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle32.png,"A person with a hole in their chest, with straight arms and bags. [3]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle33.png,"Two faces, abstract lines, and geometric shapes with mirrored elements. [3]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle34.png,Hard to interpret. [2]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle35.png,Hard to interpret. [2]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle36.png,Profile of a face with geometric lines and an isolated circle. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle37.png,A stylized ghost with exaggerated eyes and a wide mouth. [5]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle38.png,"Oval-headed figure with glasses, arms, and large hands. [5]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle39.png,Abstract figure with an ovular head and elongated arms. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle40.png,Person leaning back with legs crossed in archway. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle41.png,Hard to interpret. [1]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle42.png,Abstract figures resembling a person and a smaller shape beneath an arch. [3]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle43.png,Abstract geometric figure with a hat and a box-shaped body. [3]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle44.png,Hard to interpret. [2]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle45.png,"Abstract lines forming a figure, possibly a person standing or posing. [3]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle46.png,Hard to interpret. [3]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle47.png,"Abstract figure seated on a chair, composed of continuous lines. [4]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle48.png,"Abstract figure with long hair and a crown, holding a cup. [4]"
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle49.png,Seated person with legs crossed and one hand supporting on the floor. [4]
AI_prompt3,I,../data/AI/prompt_3/stimuli_I/Dalle50.png,"Abstract faces using minimal lines and shapes, featuring two human-like figures. [4]"
